"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"POL","GRADRATE","P_SRY_NTRY_MEN","PC","A","2018",4.244,
"POL","GRADRATE","P_SRY_NTRY_MEN","PC","A","2019",3.668,
"POL","GRADRATE","P_SRY_NTRY_MEN","PC","A","2020",3.482,
"POL","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2005",22.618,
"POL","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2010",13.047,
"POL","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2011",14.455,
"POL","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2012",15.445,
"POL","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2013",16.921,
"POL","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2014",16.623,
"POL","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2015",16.656,
"POL","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2016",16.198,
"POL","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2017",15.472,
"POL","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2018",13.587,
"POL","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2019",10.795,
"POL","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2020",9.714,
"PRT","GRADRATE","P_SRY_NTRY","PC","A","2005",0.333,
"PRT","GRADRATE","P_SRY_NTRY","PC","A","2010",2.524,
"PRT","GRADRATE","P_SRY_NTRY","PC","A","2011",3.199,
"PRT","GRADRATE","P_SRY_NTRY","PC","A","2012",4.065,
"PRT","GRADRATE","P_SRY_NTRY","PC","A","2013",4.385,
"PRT","GRADRATE","P_SRY_NTRY","PC","A","2014",5.214,
"PRT","GRADRATE","P_SRY_NTRY","PC","A","2015",6.01,
"PRT","GRADRATE","P_SRY_NTRY","PC","A","2016",2.586,
"PRT","GRADRATE","P_SRY_NTRY","PC","A","2017",0.754,
"PRT","GRADRATE","P_SRY_NTRY","PC","A","2018",0.882,
"PRT","GRADRATE","P_SRY_NTRY","PC","A","2019",1,
"PRT","GRADRATE","P_SRY_NTRY","PC","A","2020",0.922,
"PRT","GRADRATE","P_SRY_NTRY_MEN","PC","A","2005",0.451,
"PRT","GRADRATE","P_SRY_NTRY_MEN","PC","A","2010",3.256,
"PRT","GRADRATE","P_SRY_NTRY_MEN","PC","A","2011",4.023,
"PRT","GRADRATE","P_SRY_NTRY_MEN","PC","A","2012",5.018,
"PRT","GRADRATE","P_SRY_NTRY_MEN","PC","A","2013",5.384,
"PRT","GRADRATE","P_SRY_NTRY_MEN","PC","A","2014",6.404,
"PRT","GRADRATE","P_SRY_NTRY_MEN","PC","A","2015",7.271,
"PRT","GRADRATE","P_SRY_NTRY_MEN","PC","A","2016",3.179,
"PRT","GRADRATE","P_SRY_NTRY_MEN","PC","A","2017",0.888,
"PRT","GRADRATE","P_SRY_NTRY_MEN","PC","A","2018",1.215,
"PRT","GRADRATE","P_SRY_NTRY_MEN","PC","A","2019",1.402,
"PRT","GRADRATE","P_SRY_NTRY_MEN","PC","A","2020",1.338,
"PRT","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2005",0.211,
"PRT","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2010",1.78,
"PRT","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2011",2.369,
"PRT","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2012",3.107,
"PRT","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2013",3.377,
"PRT","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2014",4.007,
"PRT","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2015",4.725,
"PRT","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2016",1.982,
"PRT","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2017",0.617,
"PRT","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2018",0.541,
"PRT","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2019",0.591,
"PRT","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2020",0.499,
"SVK","GRADRATE","P_SRY_NTRY","PC","A","2005",10.589,
"SVK","GRADRATE","P_SRY_NTRY","PC","A","2010",7.853,
"SVK","GRADRATE","P_SRY_NTRY","PC","A","2011",1.79,
"SVK","GRADRATE","P_SRY_NTRY","PC","A","2012",1.754,
"SVK","GRADRATE","P_SRY_NTRY","PC","A","2013",6.775,
"SVK","GRADRATE","P_SRY_NTRY","PC","A","2014",6.356,
"SVK","GRADRATE","P_SRY_NTRY","PC","A","2015",5.089,
"SVK","GRADRATE","P_SRY_NTRY","PC","A","2016",5.266,
"SVK","GRADRATE","P_SRY_NTRY","PC","A","2017",4.691,
"SVK","GRADRATE","P_SRY_NTRY","PC","A","2018",4.817,
"SVK","GRADRATE","P_SRY_NTRY","PC","A","2019",4.598,
"SVK","GRADRATE","P_SRY_NTRY","PC","A","2020",5.378,
"SVK","GRADRATE","P_SRY_NTRY_MEN","PC","A","2005",12.83,
"SVK","GRADRATE","P_SRY_NTRY_MEN","PC","A","2010",9.488,
"SVK","GRADRATE","P_SRY_NTRY_MEN","PC","A","2011",2.465,
"SVK","GRADRATE","P_SRY_NTRY_MEN","PC","A","2012",2.293,
"SVK","GRADRATE","P_SRY_NTRY_MEN","PC","A","2013",8.314,
"SVK","GRADRATE","P_SRY_NTRY_MEN","PC","A","2014",7.893,
"SVK","GRADRATE","P_SRY_NTRY_MEN","PC","A","2015",6.121,
"SVK","GRADRATE","P_SRY_NTRY_MEN","PC","A","2016",6.269,
"SVK","GRADRATE","P_SRY_NTRY_MEN","PC","A","2017",5.675,
"SVK","GRADRATE","P_SRY_NTRY_MEN","PC","A","2018",5.468,
"SVK","GRADRATE","P_SRY_NTRY_MEN","PC","A","2019",5.167,
"SVK","GRADRATE","P_SRY_NTRY_MEN","PC","A","2020",6.186,
"SVK","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2005",8.256,
"SVK","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2010",6.148,
"SVK","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2011",1.083,
"SVK","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2012",1.192,
"SVK","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2013",5.169,
"SVK","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2014",4.752,
"SVK","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2015",4.013,
"SVK","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2016",4.213,
"SVK","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2017",3.655,
"SVK","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2018",4.132,
"SVK","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2019",4.002,
"SVK","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2020",4.533,
"ESP","GRADRATE","P_SRY_NTRY","PC","A","2014",0,
"ESP","GRADRATE","P_SRY_NTRY","PC","A","2015",0.561,
"ESP","GRADRATE","P_SRY_NTRY","PC","A","2016",0.727,
"ESP","GRADRATE","P_SRY_NTRY","PC","A","2017",1.012,
"ESP","GRADRATE","P_SRY_NTRY","PC","A","2018",1.136,
"ESP","GRADRATE","P_SRY_NTRY","PC","A","2019",1.102,
"ESP","GRADRATE","P_SRY_NTRY","PC","A","2020",0.699,
"ESP","GRADRATE","P_SRY_NTRY_MEN","PC","A","2014",0,
"ESP","GRADRATE","P_SRY_NTRY_MEN","PC","A","2015",0.494,
"ESP","GRADRATE","P_SRY_NTRY_MEN","PC","A","2016",0.608,
"ESP","GRADRATE","P_SRY_NTRY_MEN","PC","A","2017",0.842,
"ESP","GRADRATE","P_SRY_NTRY_MEN","PC","A","2018",0.92,
"ESP","GRADRATE","P_SRY_NTRY_MEN","PC","A","2019",0.931,
"ESP","GRADRATE","P_SRY_NTRY_MEN","PC","A","2020",0.526,
"ESP","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2014",0,
"ESP","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2015",0.628,
"ESP","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2016",0.848,
"ESP","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2017",1.184,
"ESP","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2018",1.356,
"ESP","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2019",1.277,
"ESP","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2020",0.877,
"SWE","GRADRATE","P_SRY_NTRY","PC","A","2005",0.416,
"SWE","GRADRATE","P_SRY_NTRY","PC","A","2010",1.737,
"SWE","GRADRATE","P_SRY_NTRY","PC","A","2011",2.232,
"SWE","GRADRATE","P_SRY_NTRY","PC","A","2013",1.643,
"SWE","GRADRATE","P_SRY_NTRY","PC","A","2014",1.613,
"SWE","GRADRATE","P_SRY_NTRY","PC","A","2015",2.005,
"SWE","GRADRATE","P_SRY_NTRY","PC","A","2016",2.038,
"SWE","GRADRATE","P_SRY_NTRY","PC","A","2017",2.931,
"SWE","GRADRATE","P_SRY_NTRY","PC","A","2018",2.753,
"SWE","GRADRATE","P_SRY_NTRY","PC","A","2019",2.457,
"SWE","GRADRATE","P_SRY_NTRY","PC","A","2020",2.514,
"SWE","GRADRATE","P_SRY_NTRY_MEN","PC","A","2005",0.421,
"SWE","GRADRATE","P_SRY_NTRY_MEN","PC","A","2010",1.645,
"SWE","GRADRATE","P_SRY_NTRY_MEN","PC","A","2011",2.278,
"SWE","GRADRATE","P_SRY_NTRY_MEN","PC","A","2013",1.609,
"SWE","GRADRATE","P_SRY_NTRY_MEN","PC","A","2014",1.587,
"SWE","GRADRATE","P_SRY_NTRY_MEN","PC","A","2015",2.111,
"SWE","GRADRATE","P_SRY_NTRY_MEN","PC","A","2016",2.164,
"SWE","GRADRATE","P_SRY_NTRY_MEN","PC","A","2017",2.764,
"SWE","GRADRATE","P_SRY_NTRY_MEN","PC","A","2018",2.285,
"SWE","GRADRATE","P_SRY_NTRY_MEN","PC","A","2019",2.028,
"SWE","GRADRATE","P_SRY_NTRY_MEN","PC","A","2020",2.015,
"SWE","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2005",0.409,
"SWE","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2010",1.834,
"SWE","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2011",2.184,
"SWE","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2013",1.677,
"SWE","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2014",1.64,
"SWE","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2015",1.89,
"SWE","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2016",1.9,
"SWE","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2017",3.104,
"SWE","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2018",3.244,
"SWE","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2019",2.9,
"SWE","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2020",3.049,
"CHE","GRADRATE","P_SRY_NTRY","PC","A","2012",0.733,
"CHE","GRADRATE","P_SRY_NTRY","PC","A","2013",0.702,
"CHE","GRADRATE","P_SRY_NTRY","PC","A","2014",0.745,
"CHE","GRADRATE","P_SRY_NTRY","PC","A","2015",0.751,
"CHE","GRADRATE","P_SRY_NTRY","PC","A","2018",1.163,
"CHE","GRADRATE","P_SRY_NTRY","PC","A","2019",1.275,
"CHE","GRADRATE","P_SRY_NTRY","PC","A","2020",1.305,
"CHE","GRADRATE","P_SRY_NTRY_MEN","PC","A","2012",0.702,
"CHE","GRADRATE","P_SRY_NTRY_MEN","PC","A","2013",0.796,
"CHE","GRADRATE","P_SRY_NTRY_MEN","PC","A","2014",0.819,
"CHE","GRADRATE","P_SRY_NTRY_MEN","PC","A","2015",0.868,
"CHE","GRADRATE","P_SRY_NTRY_MEN","PC","A","2018",1.143,
"CHE","GRADRATE","P_SRY_NTRY_MEN","PC","A","2019",1.196,
"CHE","GRADRATE","P_SRY_NTRY_MEN","PC","A","2020",1.251,
"CHE","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2012",0.765,
"CHE","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2013",0.606,
"CHE","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2014",0.668,
"CHE","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2015",0.631,
"CHE","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2018",1.186,
"CHE","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2019",1.362,
"CHE","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2020",1.366,
"BRA","GRADRATE","P_SRY_NTRY","PC","A","2014",4.944,
"BRA","GRADRATE","P_SRY_NTRY","PC","A","2015",5.728,
"BRA","GRADRATE","P_SRY_NTRY","PC","A","2016",4.268,
"BRA","GRADRATE","P_SRY_NTRY","PC","A","2017",3.492,
"BRA","GRADRATE","P_SRY_NTRY","PC","A","2018",3.779,
"BRA","GRADRATE","P_SRY_NTRY","PC","A","2019",4.057,
"BRA","GRADRATE","P_SRY_NTRY","PC","A","2020",3.044,
"BRA","GRADRATE","P_SRY_NTRY_MEN","PC","A","2014",4.514,
"BRA","GRADRATE","P_SRY_NTRY_MEN","PC","A","2015",5.109,
"BRA","GRADRATE","P_SRY_NTRY_MEN","PC","A","2016",3.831,
"BRA","GRADRATE","P_SRY_NTRY_MEN","PC","A","2017",3.041,
"BRA","GRADRATE","P_SRY_NTRY_MEN","PC","A","2018",3.212,
"BRA","GRADRATE","P_SRY_NTRY_MEN","PC","A","2019",3.381,
"BRA","GRADRATE","P_SRY_NTRY_MEN","PC","A","2020",2.587,
"BRA","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2014",5.38,
"BRA","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2015",6.35,
"BRA","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2016",4.716,
"BRA","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2017",3.955,
"BRA","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2018",4.355,
"BRA","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2019",4.745,
"BRA","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2020",3.52,
"COL","GRADRATE","P_SRY_NTRY","PC","A","2013",0.607,
"COL","GRADRATE","P_SRY_NTRY","PC","A","2016",0.568,
"COL","GRADRATE","P_SRY_NTRY","PC","A","2017",0.52,
"COL","GRADRATE","P_SRY_NTRY","PC","A","2018",0.469,
"COL","GRADRATE","P_SRY_NTRY","PC","A","2019",0.502,
"COL","GRADRATE","P_SRY_NTRY","PC","A","2020",0.499,
"COL","GRADRATE","P_SRY_NTRY_MEN","PC","A","2013",0.267,
"COL","GRADRATE","P_SRY_NTRY_MEN","PC","A","2016",0.228,
"COL","GRADRATE","P_SRY_NTRY_MEN","PC","A","2017",0.223,
"COL","GRADRATE","P_SRY_NTRY_MEN","PC","A","2018",0.197,
"COL","GRADRATE","P_SRY_NTRY_MEN","PC","A","2019",0.202,
"COL","GRADRATE","P_SRY_NTRY_MEN","PC","A","2020",0.227,
"COL","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2013",0.962,
"COL","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2016",0.916,
"COL","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2017",0.824,
"COL","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2018",0.746,
"COL","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2019",0.809,
"COL","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2020",0.777,
"EST","GRADRATE","P_SRY_NTRY","PC","A","2016",11.241,
"EST","GRADRATE","P_SRY_NTRY","PC","A","2017",6.387,
"EST","GRADRATE","P_SRY_NTRY","PC","A","2018",5.637,
"EST","GRADRATE","P_SRY_NTRY","PC","A","2019",4.296,
"EST","GRADRATE","P_SRY_NTRY","PC","A","2020",4.538,
"EST","GRADRATE","P_SRY_NTRY_MEN","PC","A","2016",8.967,
"EST","GRADRATE","P_SRY_NTRY_MEN","PC","A","2017",4.569,
"EST","GRADRATE","P_SRY_NTRY_MEN","PC","A","2018",3.266,
"EST","GRADRATE","P_SRY_NTRY_MEN","PC","A","2019",2.895,
"EST","GRADRATE","P_SRY_NTRY_MEN","PC","A","2020",3.026,
"EST","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2016",13.635,
"EST","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2017",8.309,
"EST","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2018",8.159,
"EST","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2019",5.782,
"EST","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2020",6.15,
"LVA","GRADRATE","P_SRY_NTRY","PC","A","2010",2.154,
"LVA","GRADRATE","P_SRY_NTRY","PC","A","2011",2.322,
"LVA","GRADRATE","P_SRY_NTRY","PC","A","2012",3.952,
"LVA","GRADRATE","P_SRY_NTRY","PC","A","2013",4.515,
"LVA","GRADRATE","P_SRY_NTRY","PC","A","2014",5.814,
"LVA","GRADRATE","P_SRY_NTRY","PC","A","2015",6.871,
"LVA","GRADRATE","P_SRY_NTRY","PC","A","2016",7.335,
"LVA","GRADRATE","P_SRY_NTRY","PC","A","2017",7.553,
"LVA","GRADRATE","P_SRY_NTRY","PC","A","2018",9.359,
"LVA","GRADRATE","P_SRY_NTRY","PC","A","2019",6.049,
"LVA","GRADRATE","P_SRY_NTRY","PC","A","2020",4.041,
"LVA","GRADRATE","P_SRY_NTRY_MEN","PC","A","2010",1.623,
"LVA","GRADRATE","P_SRY_NTRY_MEN","PC","A","2011",1.67,
"LVA","GRADRATE","P_SRY_NTRY_MEN","PC","A","2012",2.976,
"LVA","GRADRATE","P_SRY_NTRY_MEN","PC","A","2013",3.779,
"LVA","GRADRATE","P_SRY_NTRY_MEN","PC","A","2014",3.91,
"LVA","GRADRATE","P_SRY_NTRY_MEN","PC","A","2015",4.823,
"LVA","GRADRATE","P_SRY_NTRY_MEN","PC","A","2016",5.487,
"LVA","GRADRATE","P_SRY_NTRY_MEN","PC","A","2017",5.733,
"LVA","GRADRATE","P_SRY_NTRY_MEN","PC","A","2018",6.99,
"LVA","GRADRATE","P_SRY_NTRY_MEN","PC","A","2019",4.009,
"LVA","GRADRATE","P_SRY_NTRY_MEN","PC","A","2020",2.532,
"LVA","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2010",2.71,
"LVA","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2011",3.002,
"LVA","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2012",4.982,
"LVA","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2013",5.295,
"LVA","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2014",7.821,
"LVA","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2015",9.031,
"LVA","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2016",9.292,
"LVA","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2017",9.482,
"LVA","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2018",11.891,
"LVA","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2019",8.24,
"LVA","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2020",5.673,
"CRI","GRADRATE","UPPSRY","PC","A","2015",30.088,
"CRI","GRADRATE","UPPSRY","PC","A","2016",33.539,
"CRI","GRADRATE","UPPSRY","PC","A","2017",32.606,
"CRI","GRADRATE","UPPSRY","PC","A","2018",43.998,
"CRI","GRADRATE","UPPSRY","PC","A","2019",53.251,
"CRI","GRADRATE","UPPSRY","PC","A","2020",74.932,
"CRI","GRADRATE","UPPSRY_MEN","PC","A","2015",27.444,
"CRI","GRADRATE","UPPSRY_MEN","PC","A","2016",29.992,
"CRI","GRADRATE","UPPSRY_MEN","PC","A","2017",29.977,
"CRI","GRADRATE","UPPSRY_MEN","PC","A","2018",39.625,
"CRI","GRADRATE","UPPSRY_MEN","PC","A","2019",48.548,
"CRI","GRADRATE","UPPSRY_MEN","PC","A","2020",69.571,
"CRI","GRADRATE","UPPSRY_WOMEN","PC","A","2015",32.862,
"CRI","GRADRATE","UPPSRY_WOMEN","PC","A","2016",37.276,
"CRI","GRADRATE","UPPSRY_WOMEN","PC","A","2017",35.371,
"CRI","GRADRATE","UPPSRY_WOMEN","PC","A","2018",48.555,
"CRI","GRADRATE","UPPSRY_WOMEN","PC","A","2019",58.157,
"CRI","GRADRATE","UPPSRY_WOMEN","PC","A","2020",80.656,
"LTU","GRADRATE","UPPSRY","PC","A","2005",77.703,
"LTU","GRADRATE","UPPSRY","PC","A","2010",89.351,
"LTU","GRADRATE","UPPSRY","PC","A","2011",91.399,
"LTU","GRADRATE","UPPSRY","PC","A","2012",91.149,
"LTU","GRADRATE","UPPSRY","PC","A","2013",88.598,
"LTU","GRADRATE","UPPSRY","PC","A","2014",88.858,
"LTU","GRADRATE","UPPSRY","PC","A","2015",88.734,
"LTU","GRADRATE","UPPSRY","PC","A","2016",84.122,
"LTU","GRADRATE","UPPSRY","PC","A","2017",84.187,
"LTU","GRADRATE","UPPSRY","PC","A","2018",84.509,
"LTU","GRADRATE","UPPSRY","PC","A","2019",84.818,
"LTU","GRADRATE","UPPSRY","PC","A","2020",86.43,
"LTU","GRADRATE","UPPSRY_MEN","PC","A","2005",72.369,
"LTU","GRADRATE","UPPSRY_MEN","PC","A","2010",84.346,
"LTU","GRADRATE","UPPSRY_MEN","PC","A","2011",86.611,
"LTU","GRADRATE","UPPSRY_MEN","PC","A","2012",87.808,
"LTU","GRADRATE","UPPSRY_MEN","PC","A","2013",85.392,
"LTU","GRADRATE","UPPSRY_MEN","PC","A","2014",85.23,
"LTU","GRADRATE","UPPSRY_MEN","PC","A","2015",84.721,
"LTU","GRADRATE","UPPSRY_MEN","PC","A","2016",80.775,
"LTU","GRADRATE","UPPSRY_MEN","PC","A","2017",81.181,
"LTU","GRADRATE","UPPSRY_MEN","PC","A","2018",81.1,
"LTU","GRADRATE","UPPSRY_MEN","PC","A","2019",81.54,
"LTU","GRADRATE","UPPSRY_MEN","PC","A","2020",82.528,
"LTU","GRADRATE","UPPSRY_WOMEN","PC","A","2005",83.319,
"LTU","GRADRATE","UPPSRY_WOMEN","PC","A","2010",94.62,
"LTU","GRADRATE","UPPSRY_WOMEN","PC","A","2011",96.248,
"LTU","GRADRATE","UPPSRY_WOMEN","PC","A","2012",94.67,
"LTU","GRADRATE","UPPSRY_WOMEN","PC","A","2013",91.904,
"LTU","GRADRATE","UPPSRY_WOMEN","PC","A","2014",92.664,
"LTU","GRADRATE","UPPSRY_WOMEN","PC","A","2015",92.887,
"LTU","GRADRATE","UPPSRY_WOMEN","PC","A","2016",87.763,
"LTU","GRADRATE","UPPSRY_WOMEN","PC","A","2017",87.456,
"LTU","GRADRATE","UPPSRY_WOMEN","PC","A","2018",88.032,
"LTU","GRADRATE","UPPSRY_WOMEN","PC","A","2019",88.207,
"LTU","GRADRATE","UPPSRY_WOMEN","PC","A","2020",90.419,
"LTU","GRADRATE","P_SRY_NTRY","PC","A","2005",7.701,
"LTU","GRADRATE","P_SRY_NTRY","PC","A","2010",7.146,
"LTU","GRADRATE","P_SRY_NTRY","PC","A","2011",10.681,
"LTU","GRADRATE","P_SRY_NTRY","PC","A","2012",10.333,
"LTU","GRADRATE","P_SRY_NTRY","PC","A","2013",10.616,
"LTU","GRADRATE","P_SRY_NTRY","PC","A","2014",12.308,
"LTU","GRADRATE","P_SRY_NTRY","PC","A","2015",14.448,
"LTU","GRADRATE","P_SRY_NTRY","PC","A","2016",15.814,
"LTU","GRADRATE","P_SRY_NTRY","PC","A","2017",14.933,
"LTU","GRADRATE","P_SRY_NTRY","PC","A","2018",12.951,
"LTU","GRADRATE","P_SRY_NTRY","PC","A","2019",10.287,
"LTU","GRADRATE","P_SRY_NTRY","PC","A","2020",10.556,
"LTU","GRADRATE","P_SRY_NTRY_MEN","PC","A","2005",6.152,
"LTU","GRADRATE","P_SRY_NTRY_MEN","PC","A","2010",8.018,
"LTU","GRADRATE","P_SRY_NTRY_MEN","PC","A","2011",11.372,
"LTU","GRADRATE","P_SRY_NTRY_MEN","PC","A","2012",10.633,
"LTU","GRADRATE","P_SRY_NTRY_MEN","PC","A","2013",10.716,
"LTU","GRADRATE","P_SRY_NTRY_MEN","PC","A","2014",13.003,
"LTU","GRADRATE","P_SRY_NTRY_MEN","PC","A","2015",15.622,
"LTU","GRADRATE","P_SRY_NTRY_MEN","PC","A","2016",16.703,
"LTU","GRADRATE","P_SRY_NTRY_MEN","PC","A","2017",15.121,
"LTU","GRADRATE","P_SRY_NTRY_MEN","PC","A","2018",12.668,
"LTU","GRADRATE","P_SRY_NTRY_MEN","PC","A","2019",10.228,
"LTU","GRADRATE","P_SRY_NTRY_MEN","PC","A","2020",11.554,
"LTU","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2005",9.299,
"LTU","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2010",6.246,
"LTU","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2011",9.957,
"LTU","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2012",10.022,
"LTU","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2013",10.51,
"LTU","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2014",11.575,
"LTU","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2015",13.21,
"LTU","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2016",14.886,
"LTU","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2017",14.741,
"LTU","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2018",13.264,
"LTU","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2019",10.354,
"LTU","GRADRATE","P_SRY_NTRY_WOMEN","PC","A","2020",9.48,
"OAVG","GRADRATE","UPPSRY","PC","A","2012",79.578,
"OAVG","GRADRATE","UPPSRY","PC","A","2013",79.097,
"OAVG","GRADRATE","UPPSRY","PC","A","2014",79.16,
"OAVG","GRADRATE","UPPSRY","PC","A","2015",79.362,
"OAVG","GRADRATE","UPPSRY","PC","A","2016",78.132,
"OAVG","GRADRATE","UPPSRY","PC","A","2017",77.791,
"OAVG","GRADRATE","UPPSRY","PC","A","2018",79.006,
"OAVG","GRADRATE","UPPSRY","PC","A","2019",80.334,
"OAVG","GRADRATE","UPPSRY","PC","A","2020",82.521,
"OAVG","GRADRATE","P_SRY_NTRY","PC","A","2010",4.141,
"OAVG","GRADRATE","P_SRY_NTRY","PC","A","2011",4.234,
"OAVG","GRADRATE","P_SRY_NTRY","PC","A","2012",4.651,
"OAVG","GRADRATE","P_SRY_NTRY","PC","A","2013",4.402,
"OAVG","GRADRATE","P_SRY_NTRY","PC","A","2014",3.947,
"OAVG","GRADRATE","P_SRY_NTRY","PC","A","2015",4.677,
"OAVG","GRADRATE","P_SRY_NTRY","PC","A","2016",4.824,
"OAVG","GRADRATE","P_SRY_NTRY","PC","A","2017",4.442,
"OAVG","GRADRATE","P_SRY_NTRY","PC","A","2018",4.535,
"OAVG","GRADRATE","P_SRY_NTRY","PC","A","2019",4.562,
"OAVG","GRADRATE","P_SRY_NTRY","PC","A","2020",4.113,
"OAVG","GRADRATE","P_SRY_NTRY_MEN","PC","A","2010",4.248,
"OAVG","GRADRATE","P_SRY_NTRY_MEN","PC","A","2011",4.3,
"OAVG","GRADRATE","P_SRY_NTRY_MEN","PC","A","2012",4.54,
