"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PRT","ENROLMENT","AGE_18","PC_AGE","A","2016",81.313,
"PRT","ENROLMENT","AGE_18","PC_AGE","A","2017",79.169,
"PRT","ENROLMENT","AGE_18","PC_AGE","A","2018",78.774,
"PRT","ENROLMENT","AGE_18","PC_AGE","A","2019",88.294,
"PRT","ENROLMENT","AGE_18","PC_AGE","A","2020",82.54,
"PRT","ENROLMENT","AGE_19","PC_AGE","A","2013",68.356,
"PRT","ENROLMENT","AGE_19","PC_AGE","A","2014",66.243,
"PRT","ENROLMENT","AGE_19","PC_AGE","A","2015",64.453,
"PRT","ENROLMENT","AGE_19","PC_AGE","A","2016",64.573,
"PRT","ENROLMENT","AGE_19","PC_AGE","A","2017",65.577,
"PRT","ENROLMENT","AGE_19","PC_AGE","A","2018",64.345,
"PRT","ENROLMENT","AGE_19","PC_AGE","A","2019",64.979,
"PRT","ENROLMENT","AGE_19","PC_AGE","A","2020",72.789,
"SVK","ENROLMENT","AGE_17","PC_AGE","A","2013",89.959,
"SVK","ENROLMENT","AGE_17","PC_AGE","A","2014",89.263,
"SVK","ENROLMENT","AGE_17","PC_AGE","A","2015",89.266,
"SVK","ENROLMENT","AGE_17","PC_AGE","A","2016",88.818,
"SVK","ENROLMENT","AGE_17","PC_AGE","A","2017",88.56,
"SVK","ENROLMENT","AGE_17","PC_AGE","A","2018",88.432,
"SVK","ENROLMENT","AGE_17","PC_AGE","A","2019",87.901,
"SVK","ENROLMENT","AGE_17","PC_AGE","A","2020",87.611,
"SVK","ENROLMENT","AGE_18","PC_AGE","A","2013",84.161,
"SVK","ENROLMENT","AGE_18","PC_AGE","A","2014",83.6,
"SVK","ENROLMENT","AGE_18","PC_AGE","A","2015",82.056,
"SVK","ENROLMENT","AGE_18","PC_AGE","A","2016",81.505,
"SVK","ENROLMENT","AGE_18","PC_AGE","A","2017",81.444,
"SVK","ENROLMENT","AGE_18","PC_AGE","A","2018",82.671,
"SVK","ENROLMENT","AGE_18","PC_AGE","A","2019",82.122,
"SVK","ENROLMENT","AGE_18","PC_AGE","A","2020",82.581,
"SVK","ENROLMENT","AGE_19","PC_AGE","A","2013",62.798,
"SVK","ENROLMENT","AGE_19","PC_AGE","A","2014",62.55,
"SVK","ENROLMENT","AGE_19","PC_AGE","A","2015",61.447,
"SVK","ENROLMENT","AGE_19","PC_AGE","A","2016",59.13,
"SVK","ENROLMENT","AGE_19","PC_AGE","A","2017",58.732,
"SVK","ENROLMENT","AGE_19","PC_AGE","A","2018",60.429,
"SVK","ENROLMENT","AGE_19","PC_AGE","A","2019",60.199,
"SVK","ENROLMENT","AGE_19","PC_AGE","A","2020",60.08,
"ESP","ENROLMENT","AGE_17","PC_AGE","A","2013",91.764,
"ESP","ENROLMENT","AGE_17","PC_AGE","A","2014",90.09,
"ESP","ENROLMENT","AGE_17","PC_AGE","A","2015",89.979,
"ESP","ENROLMENT","AGE_17","PC_AGE","A","2016",89.613,
"ESP","ENROLMENT","AGE_17","PC_AGE","A","2017",89.834,
"ESP","ENROLMENT","AGE_17","PC_AGE","A","2018",90.198,
"ESP","ENROLMENT","AGE_17","PC_AGE","A","2019",90.112,
"ESP","ENROLMENT","AGE_17","PC_AGE","A","2020",90.026,
"ESP","ENROLMENT","AGE_18","PC_AGE","A","2013",80.197,
"ESP","ENROLMENT","AGE_18","PC_AGE","A","2014",79.892,
"ESP","ENROLMENT","AGE_18","PC_AGE","A","2015",80.007,
"ESP","ENROLMENT","AGE_18","PC_AGE","A","2016",80.28,
"ESP","ENROLMENT","AGE_18","PC_AGE","A","2017",79.499,
"ESP","ENROLMENT","AGE_18","PC_AGE","A","2018",79.987,
"ESP","ENROLMENT","AGE_18","PC_AGE","A","2019",79.768,
"ESP","ENROLMENT","AGE_18","PC_AGE","A","2020",79.659,
"ESP","ENROLMENT","AGE_19","PC_AGE","A","2013",71.848,
"ESP","ENROLMENT","AGE_19","PC_AGE","A","2014",73.06,
"ESP","ENROLMENT","AGE_19","PC_AGE","A","2015",73.035,
"ESP","ENROLMENT","AGE_19","PC_AGE","A","2016",72.922,
"ESP","ENROLMENT","AGE_19","PC_AGE","A","2017",73.001,
"ESP","ENROLMENT","AGE_19","PC_AGE","A","2018",72.543,
"ESP","ENROLMENT","AGE_19","PC_AGE","A","2019",71.944,
"ESP","ENROLMENT","AGE_19","PC_AGE","A","2020",72.21,
"SWE","ENROLMENT","AGE_17","PC_AGE","A","2013",98.416,
"SWE","ENROLMENT","AGE_17","PC_AGE","A","2014",98.201,
"SWE","ENROLMENT","AGE_17","PC_AGE","A","2015",98.346,
"SWE","ENROLMENT","AGE_17","PC_AGE","A","2016",98.944,
"SWE","ENROLMENT","AGE_17","PC_AGE","A","2017",100,
"SWE","ENROLMENT","AGE_17","PC_AGE","A","2018",100,
"SWE","ENROLMENT","AGE_17","PC_AGE","A","2019",97.867,
"SWE","ENROLMENT","AGE_17","PC_AGE","A","2020",97.283,
"SWE","ENROLMENT","AGE_18","PC_AGE","A","2013",96.313,
"SWE","ENROLMENT","AGE_18","PC_AGE","A","2014",95.727,
"SWE","ENROLMENT","AGE_18","PC_AGE","A","2015",96.004,
"SWE","ENROLMENT","AGE_18","PC_AGE","A","2016",95.957,
"SWE","ENROLMENT","AGE_18","PC_AGE","A","2017",97.659,
"SWE","ENROLMENT","AGE_18","PC_AGE","A","2018",100,
"SWE","ENROLMENT","AGE_18","PC_AGE","A","2019",96.534,
"SWE","ENROLMENT","AGE_18","PC_AGE","A","2020",95.217,
"SWE","ENROLMENT","AGE_19","PC_AGE","A","2013",43.008,
"SWE","ENROLMENT","AGE_19","PC_AGE","A","2014",42.021,
"SWE","ENROLMENT","AGE_19","PC_AGE","A","2015",44.026,
"SWE","ENROLMENT","AGE_19","PC_AGE","A","2016",43.073,
"SWE","ENROLMENT","AGE_19","PC_AGE","A","2017",45.334,
"SWE","ENROLMENT","AGE_19","PC_AGE","A","2018",45.954,
"SWE","ENROLMENT","AGE_19","PC_AGE","A","2019",48.073,
"SWE","ENROLMENT","AGE_19","PC_AGE","A","2020",44.223,
"CHE","ENROLMENT","AGE_17","PC_AGE","A","2013",91.222,
"CHE","ENROLMENT","AGE_17","PC_AGE","A","2014",91.43,
"CHE","ENROLMENT","AGE_17","PC_AGE","A","2015",91.736,
"CHE","ENROLMENT","AGE_17","PC_AGE","A","2016",91.284,
"CHE","ENROLMENT","AGE_17","PC_AGE","A","2017",91.223,
"CHE","ENROLMENT","AGE_17","PC_AGE","A","2018",91.032,
"CHE","ENROLMENT","AGE_17","PC_AGE","A","2019",91.31,
"CHE","ENROLMENT","AGE_17","PC_AGE","A","2020",91.668,
"CHE","ENROLMENT","AGE_18","PC_AGE","A","2013",84.596,
"CHE","ENROLMENT","AGE_18","PC_AGE","A","2014",84.317,
"CHE","ENROLMENT","AGE_18","PC_AGE","A","2015",84.539,
"CHE","ENROLMENT","AGE_18","PC_AGE","A","2016",83.736,
"CHE","ENROLMENT","AGE_18","PC_AGE","A","2017",83.09,
"CHE","ENROLMENT","AGE_18","PC_AGE","A","2018",83.438,
"CHE","ENROLMENT","AGE_18","PC_AGE","A","2019",82.971,
"CHE","ENROLMENT","AGE_18","PC_AGE","A","2020",83.342,
"CHE","ENROLMENT","AGE_19","PC_AGE","A","2013",62.776,
"CHE","ENROLMENT","AGE_19","PC_AGE","A","2014",62.199,
"CHE","ENROLMENT","AGE_19","PC_AGE","A","2015",62.64,
"CHE","ENROLMENT","AGE_19","PC_AGE","A","2016",61.484,
"CHE","ENROLMENT","AGE_19","PC_AGE","A","2017",60.649,
"CHE","ENROLMENT","AGE_19","PC_AGE","A","2018",61.426,
"CHE","ENROLMENT","AGE_19","PC_AGE","A","2019",61.693,
"CHE","ENROLMENT","AGE_19","PC_AGE","A","2020",61.806,
"TUR","ENROLMENT","AGE_17","PC_AGE","A","2013",73.536,
"TUR","ENROLMENT","AGE_17","PC_AGE","A","2014",73.998,
"TUR","ENROLMENT","AGE_17","PC_AGE","A","2015",74.297,
"TUR","ENROLMENT","AGE_17","PC_AGE","A","2016",77.265,
"TUR","ENROLMENT","AGE_17","PC_AGE","A","2017",79.707,
"TUR","ENROLMENT","AGE_17","PC_AGE","A","2018",81.26,
"TUR","ENROLMENT","AGE_17","PC_AGE","A","2019",81.783,
"TUR","ENROLMENT","AGE_17","PC_AGE","A","2020",82.618,
"TUR","ENROLMENT","AGE_18","PC_AGE","A","2013",55.167,
"TUR","ENROLMENT","AGE_18","PC_AGE","A","2014",51.721,
"TUR","ENROLMENT","AGE_18","PC_AGE","A","2015",45.659,
"TUR","ENROLMENT","AGE_18","PC_AGE","A","2016",51.951,
"TUR","ENROLMENT","AGE_18","PC_AGE","A","2017",50.987,
"TUR","ENROLMENT","AGE_18","PC_AGE","A","2018",48.45,
"TUR","ENROLMENT","AGE_18","PC_AGE","A","2019",39.705,
"TUR","ENROLMENT","AGE_18","PC_AGE","A","2020",38.06,
"TUR","ENROLMENT","AGE_19","PC_AGE","A","2013",47.163,
"TUR","ENROLMENT","AGE_19","PC_AGE","A","2014",55.178,
"TUR","ENROLMENT","AGE_19","PC_AGE","A","2015",52.505,
"TUR","ENROLMENT","AGE_19","PC_AGE","A","2016",51.346,
"TUR","ENROLMENT","AGE_19","PC_AGE","A","2017",51.676,
"TUR","ENROLMENT","AGE_19","PC_AGE","A","2018",47.339,
"TUR","ENROLMENT","AGE_19","PC_AGE","A","2019",46.698,
"TUR","ENROLMENT","AGE_19","PC_AGE","A","2020",45.142,
"GBR","ENROLMENT","AGE_17","PC_AGE","A","2013",90.307,
"GBR","ENROLMENT","AGE_17","PC_AGE","A","2014",90.097,
"GBR","ENROLMENT","AGE_17","PC_AGE","A","2015",92.768,
"GBR","ENROLMENT","AGE_17","PC_AGE","A","2016",94.254,
"GBR","ENROLMENT","AGE_17","PC_AGE","A","2017",93.889,
"GBR","ENROLMENT","AGE_17","PC_AGE","A","2018",92.315,
"GBR","ENROLMENT","AGE_17","PC_AGE","A","2019",92.146,
"GBR","ENROLMENT","AGE_17","PC_AGE","A","2020",90.427,
"GBR","ENROLMENT","AGE_18","PC_AGE","A","2013",67.366,
"GBR","ENROLMENT","AGE_18","PC_AGE","A","2014",61.068,
"GBR","ENROLMENT","AGE_18","PC_AGE","A","2015",60.228,
"GBR","ENROLMENT","AGE_18","PC_AGE","A","2016",71.294,
"GBR","ENROLMENT","AGE_18","PC_AGE","A","2017",70.378,
"GBR","ENROLMENT","AGE_18","PC_AGE","A","2018",68.907,
"GBR","ENROLMENT","AGE_18","PC_AGE","A","2019",69.002,
"GBR","ENROLMENT","AGE_18","PC_AGE","A","2020",68.826,
"GBR","ENROLMENT","AGE_19","PC_AGE","A","2013",58.581,
"GBR","ENROLMENT","AGE_19","PC_AGE","A","2014",56.55,
"GBR","ENROLMENT","AGE_19","PC_AGE","A","2015",57.563,
"GBR","ENROLMENT","AGE_19","PC_AGE","A","2016",60.898,
"GBR","ENROLMENT","AGE_19","PC_AGE","A","2017",62.71,
"GBR","ENROLMENT","AGE_19","PC_AGE","A","2018",61.726,
"GBR","ENROLMENT","AGE_19","PC_AGE","A","2019",62.376,
"GBR","ENROLMENT","AGE_19","PC_AGE","A","2020",63.194,
"USA","ENROLMENT","AGE_17","PC_AGE","A","2013",88.116,
"USA","ENROLMENT","AGE_17","PC_AGE","A","2014",84.238,
"USA","ENROLMENT","AGE_17","PC_AGE","A","2015",90.508,
"USA","ENROLMENT","AGE_17","PC_AGE","A","2016",87.678,
"USA","ENROLMENT","AGE_17","PC_AGE","A","2017",91.133,
"USA","ENROLMENT","AGE_17","PC_AGE","A","2018",89.779,
"USA","ENROLMENT","AGE_17","PC_AGE","A","2019",91.266,
"USA","ENROLMENT","AGE_17","PC_AGE","A","2020",92.421,
"USA","ENROLMENT","AGE_18","PC_AGE","A","2013",69.17,
"USA","ENROLMENT","AGE_18","PC_AGE","A","2014",69.469,
"USA","ENROLMENT","AGE_18","PC_AGE","A","2015",67.202,
"USA","ENROLMENT","AGE_18","PC_AGE","A","2016",68.351,
"USA","ENROLMENT","AGE_18","PC_AGE","A","2017",68.124,
"USA","ENROLMENT","AGE_18","PC_AGE","A","2018",68.775,
"USA","ENROLMENT","AGE_18","PC_AGE","A","2019",69.096,
"USA","ENROLMENT","AGE_18","PC_AGE","A","2020",71.4,
"USA","ENROLMENT","AGE_19","PC_AGE","A","2013",59.875,
"USA","ENROLMENT","AGE_19","PC_AGE","A","2014",59.969,
"USA","ENROLMENT","AGE_19","PC_AGE","A","2015",59.64,
"USA","ENROLMENT","AGE_19","PC_AGE","A","2016",58.63,
"USA","ENROLMENT","AGE_19","PC_AGE","A","2017",60.615,
"USA","ENROLMENT","AGE_19","PC_AGE","A","2018",60.694,
"USA","ENROLMENT","AGE_19","PC_AGE","A","2019",58.336,
"USA","ENROLMENT","AGE_19","PC_AGE","A","2020",60.78,
"BRA","ENROLMENT","AGE_17","PC_AGE","A","2013",69.87,
"BRA","ENROLMENT","AGE_17","PC_AGE","A","2014",71.166,
"BRA","ENROLMENT","AGE_17","PC_AGE","A","2015",74.709,
"BRA","ENROLMENT","AGE_17","PC_AGE","A","2016",70.744,
"BRA","ENROLMENT","AGE_17","PC_AGE","A","2017",72.263,
"BRA","ENROLMENT","AGE_17","PC_AGE","A","2018",73.722,
"BRA","ENROLMENT","AGE_17","PC_AGE","A","2019",74.582,
"BRA","ENROLMENT","AGE_17","PC_AGE","A","2020",73.851,
"BRA","ENROLMENT","AGE_18","PC_AGE","A","2013",49.833,
"BRA","ENROLMENT","AGE_18","PC_AGE","A","2014",50.239,
"BRA","ENROLMENT","AGE_18","PC_AGE","A","2015",49.828,
"BRA","ENROLMENT","AGE_18","PC_AGE","A","2016",49.995,
"BRA","ENROLMENT","AGE_18","PC_AGE","A","2017",50.341,
"BRA","ENROLMENT","AGE_18","PC_AGE","A","2018",50.807,
"BRA","ENROLMENT","AGE_18","PC_AGE","A","2019",50.05,
"BRA","ENROLMENT","AGE_18","PC_AGE","A","2020",50.159,
"BRA","ENROLMENT","AGE_19","PC_AGE","A","2013",39.269,
"BRA","ENROLMENT","AGE_19","PC_AGE","A","2014",40.854,
"BRA","ENROLMENT","AGE_19","PC_AGE","A","2015",40.454,
"BRA","ENROLMENT","AGE_19","PC_AGE","A","2016",42.868,
"BRA","ENROLMENT","AGE_19","PC_AGE","A","2017",41.873,
"BRA","ENROLMENT","AGE_19","PC_AGE","A","2018",41.93,
"BRA","ENROLMENT","AGE_19","PC_AGE","A","2019",40.374,
"BRA","ENROLMENT","AGE_19","PC_AGE","A","2020",39.57,
"CHL","ENROLMENT","AGE_17","PC_AGE","A","2013",88.377,
"CHL","ENROLMENT","AGE_17","PC_AGE","A","2014",90.522,
"CHL","ENROLMENT","AGE_17","PC_AGE","A","2015",89.987,
"CHL","ENROLMENT","AGE_17","PC_AGE","A","2016",91.755,
"CHL","ENROLMENT","AGE_17","PC_AGE","A","2017",90.768,
"CHL","ENROLMENT","AGE_17","PC_AGE","A","2018",93.705,
"CHL","ENROLMENT","AGE_17","PC_AGE","A","2019",92.419,
"CHL","ENROLMENT","AGE_17","PC_AGE","A","2020",93.509,
"CHL","ENROLMENT","AGE_18","PC_AGE","A","2013",62.167,
"CHL","ENROLMENT","AGE_18","PC_AGE","A","2014",62.525,
"CHL","ENROLMENT","AGE_18","PC_AGE","A","2015",65.026,
"CHL","ENROLMENT","AGE_18","PC_AGE","A","2016",64.057,
"CHL","ENROLMENT","AGE_18","PC_AGE","A","2017",65.435,
"CHL","ENROLMENT","AGE_18","PC_AGE","A","2018",64.778,
"CHL","ENROLMENT","AGE_18","PC_AGE","A","2019",66.531,
"CHL","ENROLMENT","AGE_18","PC_AGE","A","2020",65.245,
"CHL","ENROLMENT","AGE_19","PC_AGE","A","2013",54.684,
"CHL","ENROLMENT","AGE_19","PC_AGE","A","2014",56.175,
"CHL","ENROLMENT","AGE_19","PC_AGE","A","2015",56.909,
"CHL","ENROLMENT","AGE_19","PC_AGE","A","2016",59.177,
"CHL","ENROLMENT","AGE_19","PC_AGE","A","2017",59.236,
"CHL","ENROLMENT","AGE_19","PC_AGE","A","2018",60.783,
"CHL","ENROLMENT","AGE_19","PC_AGE","A","2019",60.381,
"CHL","ENROLMENT","AGE_19","PC_AGE","A","2020",61.64,
"COL","ENROLMENT","AGE_17","PC_AGE","A","2016",54.902,
"COL","ENROLMENT","AGE_17","PC_AGE","A","2017",57.679,
"COL","ENROLMENT","AGE_17","PC_AGE","A","2018",56.76,
"COL","ENROLMENT","AGE_17","PC_AGE","A","2019",55.509,
"COL","ENROLMENT","AGE_17","PC_AGE","A","2020",56.047,
"COL","ENROLMENT","AGE_18","PC_AGE","A","2016",43.785,
"COL","ENROLMENT","AGE_18","PC_AGE","A","2017",44.054,
"COL","ENROLMENT","AGE_18","PC_AGE","A","2018",44.742,
"COL","ENROLMENT","AGE_18","PC_AGE","A","2019",45.237,
"COL","ENROLMENT","AGE_18","PC_AGE","A","2020",43.464,
"COL","ENROLMENT","AGE_19","PC_AGE","A","2016",37.244,
"COL","ENROLMENT","AGE_19","PC_AGE","A","2017",37.05,
"COL","ENROLMENT","AGE_19","PC_AGE","A","2018",36.348,
"COL","ENROLMENT","AGE_19","PC_AGE","A","2019",38.191,
"COL","ENROLMENT","AGE_19","PC_AGE","A","2020",37.18,
"CRI","ENROLMENT","AGE_17","PC_AGE","A","2020",63.753,
"CRI","ENROLMENT","AGE_18","PC_AGE","A","2020",44.892,
"CRI","ENROLMENT","AGE_19","PC_AGE","A","2020",35.814,
"EST","ENROLMENT","AGE_17","PC_AGE","A","2013",94.906,
"EST","ENROLMENT","AGE_17","PC_AGE","A","2014",95.316,
"EST","ENROLMENT","AGE_17","PC_AGE","A","2015",94.468,
"EST","ENROLMENT","AGE_17","PC_AGE","A","2016",94.029,
"EST","ENROLMENT","AGE_17","PC_AGE","A","2017",93.803,
"EST","ENROLMENT","AGE_17","PC_AGE","A","2018",93.661,
"EST","ENROLMENT","AGE_17","PC_AGE","A","2019",93.194,
"EST","ENROLMENT","AGE_17","PC_AGE","A","2020",93.567,
"EST","ENROLMENT","AGE_18","PC_AGE","A","2013",87.697,
"EST","ENROLMENT","AGE_18","PC_AGE","A","2014",89.666,
"EST","ENROLMENT","AGE_18","PC_AGE","A","2015",90.358,
"EST","ENROLMENT","AGE_18","PC_AGE","A","2016",89.032,
"EST","ENROLMENT","AGE_18","PC_AGE","A","2017",89.227,
"EST","ENROLMENT","AGE_18","PC_AGE","A","2018",89.404,
"EST","ENROLMENT","AGE_18","PC_AGE","A","2019",89.344,
"EST","ENROLMENT","AGE_18","PC_AGE","A","2020",88.838,
"EST","ENROLMENT","AGE_19","PC_AGE","A","2013",68.71,
"EST","ENROLMENT","AGE_19","PC_AGE","A","2014",69.099,
"EST","ENROLMENT","AGE_19","PC_AGE","A","2015",66.886,
"EST","ENROLMENT","AGE_19","PC_AGE","A","2016",66.465,
"EST","ENROLMENT","AGE_19","PC_AGE","A","2017",64.577,
"EST","ENROLMENT","AGE_19","PC_AGE","A","2018",62.686,
"EST","ENROLMENT","AGE_19","PC_AGE","A","2019",60.514,
"EST","ENROLMENT","AGE_19","PC_AGE","A","2020",57.563,
"ISR","ENROLMENT","AGE_17","PC_AGE","A","2013",89.725,
"ISR","ENROLMENT","AGE_17","PC_AGE","A","2014",90.622,
"ISR","ENROLMENT","AGE_17","PC_AGE","A","2015",90.919,
"ISR","ENROLMENT","AGE_17","PC_AGE","A","2016",92.051,
"ISR","ENROLMENT","AGE_17","PC_AGE","A","2017",91.829,
"ISR","ENROLMENT","AGE_17","PC_AGE","A","2018",91.489,
"ISR","ENROLMENT","AGE_17","PC_AGE","A","2019",91.763,
"ISR","ENROLMENT","AGE_17","PC_AGE","A","2020",92.158,
"ISR","ENROLMENT","AGE_18","PC_AGE","A","2013",25.765,
"ISR","ENROLMENT","AGE_18","PC_AGE","A","2014",24.606,
"ISR","ENROLMENT","AGE_18","PC_AGE","A","2015",25.909,
"ISR","ENROLMENT","AGE_18","PC_AGE","A","2016",24.904,
"ISR","ENROLMENT","AGE_18","PC_AGE","A","2017",25.149,
"ISR","ENROLMENT","AGE_18","PC_AGE","A","2018",26.537,
"ISR","ENROLMENT","AGE_18","PC_AGE","A","2019",25.194,
"ISR","ENROLMENT","AGE_18","PC_AGE","A","2020",26.73,
"ISR","ENROLMENT","AGE_19","PC_AGE","A","2013",14.827,
"ISR","ENROLMENT","AGE_19","PC_AGE","A","2014",15.331,
"ISR","ENROLMENT","AGE_19","PC_AGE","A","2015",15.478,
"ISR","ENROLMENT","AGE_19","PC_AGE","A","2016",16.154,
"ISR","ENROLMENT","AGE_19","PC_AGE","A","2017",15.941,
"ISR","ENROLMENT","AGE_19","PC_AGE","A","2018",16.165,
"ISR","ENROLMENT","AGE_19","PC_AGE","A","2019",16.272,
"ISR","ENROLMENT","AGE_19","PC_AGE","A","2020",16.587,
"LVA","ENROLMENT","AGE_17","PC_AGE","A","2013",98.282,
"LVA","ENROLMENT","AGE_17","PC_AGE","A","2014",96.767,
"LVA","ENROLMENT","AGE_17","PC_AGE","A","2015",95.64,
"LVA","ENROLMENT","AGE_17","PC_AGE","A","2016",98.04,
"LVA","ENROLMENT","AGE_17","PC_AGE","A","2017",95.579,
"LVA","ENROLMENT","AGE_17","PC_AGE","A","2018",96.045,
"LVA","ENROLMENT","AGE_17","PC_AGE","A","2019",95.867,
"LVA","ENROLMENT","AGE_17","PC_AGE","A","2020",95.296,
"LVA","ENROLMENT","AGE_18","PC_AGE","A","2013",93.015,
"LVA","ENROLMENT","AGE_18","PC_AGE","A","2014",92.127,
"LVA","ENROLMENT","AGE_18","PC_AGE","A","2015",90.818,
"LVA","ENROLMENT","AGE_18","PC_AGE","A","2016",93.203,
"LVA","ENROLMENT","AGE_18","PC_AGE","A","2017",92.324,
"LVA","ENROLMENT","AGE_18","PC_AGE","A","2018",91.991,
"LVA","ENROLMENT","AGE_18","PC_AGE","A","2019",92.561,
"LVA","ENROLMENT","AGE_18","PC_AGE","A","2020",92.023,
"LVA","ENROLMENT","AGE_19","PC_AGE","A","2013",82.527,
"LVA","ENROLMENT","AGE_19","PC_AGE","A","2014",76.974,
"LVA","ENROLMENT","AGE_19","PC_AGE","A","2015",77.527,
"LVA","ENROLMENT","AGE_19","PC_AGE","A","2016",76.192,
"LVA","ENROLMENT","AGE_19","PC_AGE","A","2017",76.735,
"LVA","ENROLMENT","AGE_19","PC_AGE","A","2018",75.806,
"LVA","ENROLMENT","AGE_19","PC_AGE","A","2019",76.391,
"LVA","ENROLMENT","AGE_19","PC_AGE","A","2020",76.556,
"LTU","ENROLMENT","AGE_17","PC_AGE","A","2013",97.985,
"LTU","ENROLMENT","AGE_17","PC_AGE","A","2014",98.15,
"LTU","ENROLMENT","AGE_17","PC_AGE","A","2015",98.284,
"LTU","ENROLMENT","AGE_17","PC_AGE","A","2016",98.628,
"LTU","ENROLMENT","AGE_17","PC_AGE","A","2017",98.83,
"LTU","ENROLMENT","AGE_17","PC_AGE","A","2018",98.916,
"LTU","ENROLMENT","AGE_17","PC_AGE","A","2019",99.049,
"LTU","ENROLMENT","AGE_17","PC_AGE","A","2020",100,
"LTU","ENROLMENT","AGE_18","PC_AGE","A","2013",94.728,
"LTU","ENROLMENT","AGE_18","PC_AGE","A","2014",94.794,
"LTU","ENROLMENT","AGE_18","PC_AGE","A","2015",94.774,
"LTU","ENROLMENT","AGE_18","PC_AGE","A","2016",93.813,
"LTU","ENROLMENT","AGE_18","PC_AGE","A","2017",94.88,
"LTU","ENROLMENT","AGE_18","PC_AGE","A","2018",95.242,
"LTU","ENROLMENT","AGE_18","PC_AGE","A","2019",95.514,
"LTU","ENROLMENT","AGE_18","PC_AGE","A","2020",96.341,
"LTU","ENROLMENT","AGE_19","PC_AGE","A","2013",79.331,
"LTU","ENROLMENT","AGE_19","PC_AGE","A","2014",79.022,
"LTU","ENROLMENT","AGE_19","PC_AGE","A","2015",79.486,
"LTU","ENROLMENT","AGE_19","PC_AGE","A","2016",78.036,
"LTU","ENROLMENT","AGE_19","PC_AGE","A","2017",75.858,
"LTU","ENROLMENT","AGE_19","PC_AGE","A","2018",74.254,
"LTU","ENROLMENT","AGE_19","PC_AGE","A","2019",72.13,
"LTU","ENROLMENT","AGE_19","PC_AGE","A","2020",72.331,
"SVN","ENROLMENT","AGE_17","PC_AGE","A","2013",96.343,
"SVN","ENROLMENT","AGE_17","PC_AGE","A","2014",95.721,
"SVN","ENROLMENT","AGE_17","PC_AGE","A","2015",100,
"SVN","ENROLMENT","AGE_17","PC_AGE","A","2016",96.222,
"SVN","ENROLMENT","AGE_17","PC_AGE","A","2017",96.329,
"SVN","ENROLMENT","AGE_17","PC_AGE","A","2018",96.993,
"SVN","ENROLMENT","AGE_17","PC_AGE","A","2019",97.134,
"SVN","ENROLMENT","AGE_17","PC_AGE","A","2020",97.131,
"SVN","ENROLMENT","AGE_18","PC_AGE","A","2013",92.219,
"SVN","ENROLMENT","AGE_18","PC_AGE","A","2014",91.089,
"SVN","ENROLMENT","AGE_18","PC_AGE","A","2015",95.284,
"SVN","ENROLMENT","AGE_18","PC_AGE","A","2016",92.817,
"SVN","ENROLMENT","AGE_18","PC_AGE","A","2017",92.596,
"SVN","ENROLMENT","AGE_18","PC_AGE","A","2018",93.143,
"SVN","ENROLMENT","AGE_18","PC_AGE","A","2019",92.41,
"SVN","ENROLMENT","AGE_18","PC_AGE","A","2020",93.166,
"SVN","ENROLMENT","AGE_19","PC_AGE","A","2013",79.804,
"SVN","ENROLMENT","AGE_19","PC_AGE","A","2014",79.581,
"SVN","ENROLMENT","AGE_19","PC_AGE","A","2015",80.684,
"SVN","ENROLMENT","AGE_19","PC_AGE","A","2016",83.646,
"SVN","ENROLMENT","AGE_19","PC_AGE","A","2017",84.879,
"SVN","ENROLMENT","AGE_19","PC_AGE","A","2018",85.133,
"SVN","ENROLMENT","AGE_19","PC_AGE","A","2019",85.274,
"SVN","ENROLMENT","AGE_19","PC_AGE","A","2020",85.991,
"OAVG","ENROLMENT","AGE_17","PC_AGE","A","2013",91.148,
"OAVG","ENROLMENT","AGE_17","PC_AGE","A","2014",90.956,
"OAVG","ENROLMENT","AGE_17","PC_AGE","A","2015",91.865,
"OAVG","ENROLMENT","AGE_17","PC_AGE","A","2016",90.648,
"OAVG","ENROLMENT","AGE_17","PC_AGE","A","2017",90.732,
"OAVG","ENROLMENT","AGE_17","PC_AGE","A","2018",90.575,
"OAVG","ENROLMENT","AGE_17","PC_AGE","A","2019",91.043,
"OAVG","ENROLMENT","AGE_17","PC_AGE","A","2020",89.789,
"OAVG","ENROLMENT","AGE_18","PC_AGE","A","2013",78.067,
"OAVG","ENROLMENT","AGE_18","PC_AGE","A","2014",77.764,
"OAVG","ENROLMENT","AGE_18","PC_AGE","A","2015",77.633,
"OAVG","ENROLMENT","AGE_18","PC_AGE","A","2016",77.004,
"OAVG","ENROLMENT","AGE_18","PC_AGE","A","2017",77.181,
"OAVG","ENROLMENT","AGE_18","PC_AGE","A","2018",76.754,
"OAVG","ENROLMENT","AGE_18","PC_AGE","A","2019",77.159,
"OAVG","ENROLMENT","AGE_18","PC_AGE","A","2020",75.735,
"OAVG","ENROLMENT","AGE_19","PC_AGE","A","2013",61.606,
"OAVG","ENROLMENT","AGE_19","PC_AGE","A","2014",62.005,
"OAVG","ENROLMENT","AGE_19","PC_AGE","A","2015",62.267,
"OAVG","ENROLMENT","AGE_19","PC_AGE","A","2016",62.381,
"OAVG","ENROLMENT","AGE_19","PC_AGE","A","2017",62.481,
